4545500186735309|07|2029|476
4597628692008993|09|2022|156
4917537101714117|03|2026|735
5827557121276968|01|2029|784
5769683942289282|09|2028|902
4123769172360566|01|2023|392
5982159004497517|04|2022|468
4538394615956369|09|2025|100
4296688421702130|04|2025|075
5208830127093730|01|2027|809
5552188999981506|03|2025|134
4165862079857195|08|2026|671
4995394144001553|02|2029|176
4682305168400513|07|2029|748
5278056996827414|07|2027|019
5881521373806557|03|2027|945
5818567183295108|09|2024|886
5841308134517447|08|2026|807
5310026435486531|01|2026|062
5644919932013353|01|2022|312
4660302954229033|08|2024|247
4950690391443778|05|2027|080
4253094214803726|02|2027|809
5964736437028121|08|2028|164
5121063909334353|09|2029|971
4821209461472454|01|2022|177
4840915457048201|09|2027|386
4113270637201472|05|2023|134
5687187933058784|09|2024|634
5959208710947020|09|2028|776
5451238099970511|04|2024|511
4870561486850049|07|2026|259
5914439323681537|02|2025|059
4804006549131439|05|2022|912
5133243971498662|08|2027|987
5946147585072787|06|2027|815
4739210261308072|08|2022|407
4380960383035628|03|2023|551
4825939942637997|05|2023|902
4940889093513056|04|2024|185
4008644756458988|05|2027|043
5293565957728263|06|2023|372
5514900786770850|06|2024|885
5795152505474846|04|2022|995
4145166614312006|05|2029|096
4555007499767435|03|2022|154
4333292865852194|04|2026|181
5996795896976426|08|2028|818
5532143472606090|04|2027|404
4371916389998208|02|2026|561
4546243667819740|09|2029|325
5806800271515646|01|2026|570
5284434774117657|06|2024|033
5643050554826610|02|2023|642
4187687742849644|03|2026|636
5431293016871213|04|2028|630
4167752441884119|04|2026|988
4450265811470793|04|2024|277
4744995568376865|09|2024|474
5808341184795986|03|2029|592
4171203766492768|06|2027|195
5027551172458392|05|2026|180
5817505559708875|03|2025|265
5320602947728149|08|2026|953
5408383575430783|02|2028|405
4140446722103132|03|2028|771
5250704609284895|09|2023|014
5635842467266605|06|2023|345
5012136948537614|04|2029|280
5235895062508917|02|2025|528
5703427910039329|05|2026|236
4161245336466392|06|2025|301
5937945055934149|09|2027|278
5590892361016691|06|2028|358
5896111571225398|09|2022|652
4541543329916562|02|2025|966
5346757485237018|08|2024|564
5120388544063312|08|2028|176
4718709517823883|08|2028|012
4735220224340619|02|2024|064
4770019919334080|05|2022|805
5254556088017999|05|2023|814
4711756623639512|05|2025|577
4125058842857967|02|2029|860
5667177537553390|06|2026|239
4034671561836059|05|2029|865
5219259994103803|09|2026|225
5952718142623622|07|2029|246
4253007587123861|07|2026|528
5611258112984344|07|2024|577
5483173919538420|01|2023|161
5465956187990251|02|2026|990
5702490732793677|02|2028|842
4807699520938407|08|2028|715
5305168658752292|08|2023|003
4759951562166479|02|2024|005
4966765241164106|04|2027|152
4308447286119371|08|2029|120
5182449978123301|04|2026|374
5719310929232015|06|2025|286
5457346013351766|06|2027|060
4802212415102105|07|2026|393
4328935144638083|08|2023|346
4897366774231126|05|2026|320
4151191419022901|06|2029|706
5283175236789284|04|2025|914
4066808188057145|02|2024|137
5470217315462712|02|2029|259
4115819695796481|04|2026|286
4911847762494098|05|2024|682
5618521455562428|03|2025|732
5995366293515907|04|2024|156
5665840461217450|04|2022|615
4285044814298519|07|2029|598
4484552175431314|07|2025|296
5245616037997559|07|2023|643
4865163046849033|04|2025|062
4940243752497365|05|2023|295
4668269056970884|05|2029|829
4098083719730435|06|2027|917
5353036879791316|04|2025|909
4067081594077119|09|2026|406
4971289491179627|09|2023|837
4172026216509534|02|2023|560
4370227636526660|09|2022|502
4946000879657523|03|2026|751
5924804507588166|07|2022|031
5715436352064344|06|2023|520
5603456538326650|01|2026|197
4921490091300251|07|2024|195
5413876684571020|08|2029|559
5717208869413577|06|2029|986
5864669369478876|05|2029|481
4694334172605538|05|2024|106
5523354386948865|03|2029|811
5474566467215670|03|2024|341
4343954384502725|07|2028|061
4568460113155427|06|2027|329
5356139688838129|05|2029|426
4893078237871748|01|2028|921
5997736283879220|09|2022|919
4488168683165529|07|2023|295
4832612489101906|03|2029|611
4983771413642731|05|2028|293
4051556214795462|07|2025|504
5746267212303744|01|2027|676
5337591277092233|09|2022|954
4621941201771595|05|2025|019
4770366418815324|09|2025|241
4615417822838709|09|2026|679
4165933648964357|02|2029|958
4666897204012560|07|2023|635
